ticker,company name,short name,industry,exchange
CHNR,China Natural Resources Inc.,China Natural Resources,Metals & Mining,NASDAQ Capital Market
CHRA,Charah Solutions Inc.,Charah Solutions,Waste Management,New York Stock Exchange
CHRS,Coherus BioSciences Inc.,Coherus BioSciences,Biotechnology,NASDAQ Global Market
CHRW,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide,Transportation & Logistics,Nasdaq Global Select
CHS,Chico's FAS Inc.,Chico's FAS,Retail - Apparel & Specialty,New York Stock Exchange
CHSP,Chesapeake Lodging Trust of Beneficial Interest,Chesapeake Lodging Trust of Beneficial Interest,REITs,New York Stock Exchange
CHT,Chunghwa Telecom Co. Ltd.,Chunghwa Telecom Co.,Communication Services,New York Stock Exchange
CHTR,Charter Communications Inc.,Charter Communications,Communication Services,Nasdaq Global Select
CHU,China Unicom (Hong Kong) Ltd,China Unicom (Hong Kong),Communication Services,New York Stock Exchange
CHUY,Chuy's Holdings Inc.,Chuy's,Restaurants,Nasdaq Global Select
CHW,Calamos Global Dynamic Income Fund,Calamos Global Dynamic Income Fund,Asset Management,Nasdaq Global Select
CHY,Calamos Convertible and High Income Fund,Calamos Convertible and High Income Fund,Asset Management,Nasdaq Global Select
CI,Cigna Corporation,Cigna,Health Care Plans,New York Stock Exchange
CIA,Citizens Inc. Class A ($1.00 Par),Citizens ($1.00 Par),Insurance - Life,New York Stock Exchange
CIB,BanColombia S.A.,BanColombia S.A.,Banks,New York Stock Exchange
CIC,Capitol Investment Corp. IV Class A,Capitol Investment IV,Conglomerates,New York Stock Exchange
CIDM,Cinedigm Corp,Cinedigm,Entertainment,NASDAQ Global Market
CIEN,Ciena Corporation,Ciena,Communication Equipment,New York Stock Exchange
CIF,MFS Intermediate High Income Fund,MFS Intermediate High Income Fund,Asset Management,New York Stock Exchange
CIFS,China Internet Nationwide Financial Services Inc.,China Internet Nationwide Financial Services,Brokers & Exchanges,NASDAQ Global Market
CIG,Comp En De Mn Cemig ADS American Depositary Shares,Comp En De Mn Cemig ADS American Depositary Shares,Utilities - Regulated,New York Stock Exchange
CIG.C,Comp En De Mn Cemig ADS American Depositary Receipts,Comp En De Mn Cemig ADS American Depositary Receipts,Utilities - Regulated,New York Stock Exchange
CIGI,Colliers International Group Inc.,Colliers International,Real Estate Services,Nasdaq Global Select
CII,Blackrock Capital and Income Fund Inc.,Blackrock Capital and Income Fund,Asset Management,New York Stock Exchange
CIK,Credit Suisse Asset Management Income Fund Inc.,Credit Suisse Asset Management Income Fund,Asset Management,NYSE American
CIM,Chimera Investment Corporation,Chimera Investment,REITs,New York Stock Exchange
CINF,Cincinnati Financial Corporation,Cincinnati Financial,Insurance - Property & Casualty,Nasdaq Global Select
CINR,Ciner Resources LP representing Limited Partner Interests,Ciner Resources representing Limited Partner Interests,Metals & Mining,New York Stock Exchange
CIO,City Office REIT Inc.,City Office REIT,REITs,New York Stock Exchange
CIR,CIRCOR International Inc.,CIRCOR International,Industrial Products,New York Stock Exchange
CISN,Cision Ltd.,Cision,Application Software,New York Stock Exchange
CIT,CIT Group Inc (DEL),CIT (DEL),Banks,New York Stock Exchange
CIVB,Civista Bancshares Inc.,Civista Bancshares,Banks,NASDAQ Capital Market
CIVI,Civitas Solutions Inc.,Civitas Solutions,Health Care Providers,New York Stock Exchange
CIX,CompX International Inc.,CompX International,Consulting & Outsourcing,NYSE American
CIZN,Citizens Holding Company,Citizens Holding Company,Banks,NASDAQ Global Market
CJ,C&J Energy Services Inc.,C&J Energy Services,Oil & Gas - Services,New York Stock Exchange
CJJD,China Jo-Jo Drugstores Inc.,China Jo-Jo Drugstores,Retail - Defensive,NASDAQ Capital Market
CJNK,SPDR ICE BofAML Crossover Corporate Bond,SPDR ICE BofAML Crossover Corporate Bond,,NYSE Arca
CKH,SEACOR Holdings Inc.,SEACOR,Oil & Gas - Services,New York Stock Exchange
CKPT,Checkpoint Therapeutics Inc.,Checkpoint Therapeutics,Biotechnology,NASDAQ Capital Market
CKX,CKX Lands Inc.,CKX Lands,Oil & Gas - E&P,NYSE American
CL,Colgate-Palmolive Company,Colgate-Palmolive Company,Consumer Packaged Goods,New York Stock Exchange
CLAR,Clarus Corporation,Clarus,Travel & Leisure,Nasdaq Global Select
CLB,Core Laboratories N.V.,Core Laboratories N.V.,Oil & Gas - Services,New York Stock Exchange
CLBK,Columbia Financial Inc.,Columbia Financial,Banks,Nasdaq Global Select
CLBS,Caladrius Biosciences Inc.,Caladrius Biosciences,Biotechnology,NASDAQ Capital Market
CLCT,Collectors Universe Inc.,Collectors Universe,Business Services,NASDAQ Global Market
CLD,Cloud Peak Energy Inc,Cloud Peak Energy,Coal,New York Stock Exchange
CLDC,China Lending Corporation,China Lending,Credit Services,NASDAQ Capital Market
CLDR,Cloudera Inc.,Cloudera,Application Software,New York Stock Exchange
CLDT,Chatham Lodging Trust (REIT) of Beneficial Interest,Chatham Lodging Trust (REIT) of Beneficial Interest,REITs,New York Stock Exchange
CLDX,Celldex Therapeutics Inc.,Celldex Therapeutics,Biotechnology,NASDAQ Capital Market
CLF,Cleveland-Cliffs Inc.,Cleveland-Cliffs,Metals & Mining,New York Stock Exchange
CLFD,Clearfield Inc.,Clearfield,Communication Equipment,NASDAQ Global Market
CLGN,CollPlant Holdings Ltd.,CollPlant,Biotechnology,NASDAQ Capital Market
CLGX,CoreLogic Inc.,CoreLogic,Business Services,New York Stock Exchange
CLH,Clean Harbors Inc.,Clean Harbors,Waste Management,New York Stock Exchange
CLI,Mack-Cali Realty Corporation,Mack-Cali Realty,REITs,New York Stock Exchange
CLIR,ClearSign Combustion Corporation,ClearSign Combustion,Industrial Products,NASDAQ Capital Market
CLLS,Cellectis S.A.,Cellectis S.A.,Biotechnology,NASDAQ Global Market
CLM,Cornerstone Strategic Value Fund Inc.,Cornerstone Strategic Value Fund,Asset Management,NYSE American
CLMT,Calumet Specialty Products Partners L.P.,Calumet Specialty Products Partners,Oil & Gas - Refining & Marketing,Nasdaq Global Select
CLNC,Colony Credit Real Estate Inc. Class A,Colony Credit Real Estate,REITs,New York Stock Exchange
CLNE,Clean Energy Fuels Corp.,Clean Energy Fuels,Oil & Gas - Refining & Marketing,Nasdaq Global Select
CLNY,Colony Capital Inc.,Colony Capital,REITs,New York Stock Exchange
CLPR,Clipper Realty Inc.,Clipper Realty,REITs,New York Stock Exchange
CLPS,CLPS Incorporation,CLPS Incorporation,Application Software,NASDAQ Global Market
CLR,Continental Resources Inc.,Continental Resources,Oil & Gas - E&P,New York Stock Exchange
CLRB,Cellectar Biosciences Inc.,Cellectar Biosciences,Biotechnology,NASDAQ Capital Market
CLRO,ClearOne Inc.,ClearOne,Communication Equipment,NASDAQ Capital Market
CLS,Celestica Inc.,Celestica,Computer Hardware,New York Stock Exchange
CLSD,Clearside Biomedical Inc.,Clearside Biomedical,Biotechnology,NASDAQ Global Market
CLSN,Celsion Corporation,Celsion,Biotechnology,NASDAQ Capital Market
CLUB,Town Sports International Holdings Inc.,Town Sports International,Travel & Leisure,NASDAQ Global Market
CLVS,Clovis Oncology Inc.,Clovis Oncology,Biotechnology,Nasdaq Global Select
CLW,Clearwater Paper Corporation,Clearwater Paper,Forest Products,New York Stock Exchange
CLWT,Euro Tech Holdings Company Limited,Euro Tech Company Limited,Industrial Products,NASDAQ Capital Market
CLX,Clorox Company (The),Clorox Company (The),Consumer Packaged Goods,New York Stock Exchange
CLXT,Calyxt Inc.,Calyxt,Consumer Packaged Goods,NASDAQ Global Market
CM,Canadian Imperial Bank of Commerce,Canadian Imperial Bank of Commerce,Banks,New York Stock Exchange
CMA,Comerica Incorporated,Comerica Incorporated,Banks,New York Stock Exchange
CMBS,iShares CMBS Bond,iShares CMBS Bond,,NYSE Arca
CMC,Commercial Metals Company,Commercial Metals Company,Steel,New York Stock Exchange
CMCL,Caledonia Mining Corporation Plc,Caledonia Mining Plc,Metals & Mining,NYSE American
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing 10 Class,Cheetah Mobile American Depositary Shares each representing 10,Application Software,New York Stock Exchange
CMCO,Columbus McKinnon Corporation,Columbus McKinnon,Farm & Construction Machinery,Nasdaq Global Select
CMCSA,Comcast Corporation Class A Common Stock,Comcast Common Stock,Communication Services,Nasdaq Global Select
CMCT,CIM Commercial Trust Corporation,CIM Commercial Trust,REITs,NASDAQ Global Market
CMD,Cantel Medical Corp.,Cantel Medical,Medical Instruments & Equipment,New York Stock Exchange
CME,CME Group Inc.,CME,Brokers & Exchanges,Nasdaq Global Select
CMF,iShares California Muni Bond,iShares California Muni Bond,,NYSE Arca
CMFN,CM Finance Inc,CM Finance,Asset Management,Nasdaq Global Select
CMG,Chipotle Mexican Grill Inc.,Chipotle Mexican Grill,Restaurants,New York Stock Exchange
CMI,Cummins Inc.,Cummins,Industrial Products,New York Stock Exchange
CMLS,Cumulus Media Inc.,Cumulus Media,Entertainment,NASDAQ Global Market
CMO,Capstead Mortgage Corporation,Capstead Mortgage,REITs,New York Stock Exchange
CMP,Compass Minerals Intl Inc,Compass Minerals Intl,Metals & Mining,New York Stock Exchange
CMPR,Cimpress N.V,Cimpress N.V,Advertising & Marketing Services,Nasdaq Global Select
CMRE,Costamare Inc. $0.0001 par value,Costamare $0.0001 par value,Transportation & Logistics,New York Stock Exchange
CMRX,Chimerix Inc.,Chimerix,Biotechnology,NASDAQ Global Market
CMS,CMS Energy Corporation,CMS Energy,Utilities - Regulated,New York Stock Exchange
CMSS,CM Seven Star Acquisition Corporation,CM Seven Star Acquisition,Conglomerates,NASDAQ Capital Market
CMT,Core Molding Technologies Inc,Core Molding,Autos,NYSE American
CMTA,Clementia Pharmaceuticals Inc.,Clementia Pharmaceuticals,Biotechnology,Nasdaq Global Select
CMTL,Comtech Telecommunications Corp.,Comtech Telecommunications,Communication Equipment,Nasdaq Global Select
CMU,MFS Municipal Income Trust,MFS Municipal Income Trust,Asset Management,New York Stock Exchange
CNA,CNA Financial Corporation,CNA Financial,Insurance - Property & Casualty,New York Stock Exchange
CNAC,Constellation Alpha Capital Corp.,Constellation Alpha Capital,Conglomerates,NASDAQ Capital Market
CNAT,Conatus Pharmaceuticals Inc.,Conatus Pharmaceuticals,Biotechnology,NASDAQ Global Market
CNBKA,Century Bancorp Inc. Class A Common Stock,Century Bancorp Common Stock,Banks,Nasdaq Global Select
CNC,Centene Corporation,Centene,Health Care Plans,New York Stock Exchange
CNCE,Concert Pharmaceuticals Inc.,Concert Pharmaceuticals,Biotechnology,NASDAQ Global Market
CNDT,Conduent Incorporated,Conduent Incorporated,Business Services,New York Stock Exchange
CNET,ChinaNet Online Holdings Inc.,ChinaNet Online,Advertising & Marketing Services,NASDAQ Capital Market
CNF,CNFinance Holdings Limited American Depositary Shares each representing twenty (20),CNFinance Limited American Depositary Shares each representing twenty (20),Credit Services,New York Stock Exchange
CNFR,Conifer Holdings Inc.,Conifer,Insurance - Property & Casualty,NASDAQ Global Market
CNHI,CNH Industrial N.V.,CNH Industrial N.V.,Farm & Construction Machinery,New York Stock Exchange
CNI,Canadian National Railway Company,Canadian National Railway Company,Transportation & Logistics,New York Stock Exchange
CNK,Cinemark Holdings Inc Inc.,Cinemark,Entertainment,New York Stock Exchange
CNMD,CONMED Corporation,CONMED,Medical Devices,Nasdaq Global Select
CNNE,Cannae Holdings Inc.,Cannae,Asset Management,New York Stock Exchange
CNO,CNO Financial Group Inc.,CNO Financial,Insurance - Life,New York Stock Exchange
CNOB,ConnectOne Bancorp Inc.,ConnectOne Bancorp,Banks,Nasdaq Global Select
CNP,CenterPoint Energy Inc (Holding Co),CenterPoint Energy (Holding Co),Utilities - Regulated,New York Stock Exchange
CNQ,Canadian Natural Resources Limited,Canadian Natural Resources Limited,Oil & Gas - E&P,New York Stock Exchange
CNS,Cohen & Steers Inc,Cohen & Steers,Asset Management,New York Stock Exchange
CNSL,Consolidated Communications Holdings Inc.,Consolidated Communications,Communication Services,Nasdaq Global Select
CNST,Constellation Pharmaceuticals Inc.,Constellation Pharmaceuticals,Biotechnology,Nasdaq Global Select
CNTF,China TechFaith Wireless Communication Technology Limited,China TechFaith Wireless Communication Technology Limited,Communication Equipment,Nasdaq Global Select
CNTY,Century Casinos Inc.,Century Casinos,Travel & Leisure,NASDAQ Capital Market
CNX,CNX Resources Corporation,CNX Resources,Oil & Gas - E&P,New York Stock Exchange
CNXM,CNX Midstream Partners LP representing limited partner interests,CNX Midstream Partners representing limited partner interests,Oil & Gas - Midstream,New York Stock Exchange
CNXN,PC Connection Inc.,PC Connection,Computer Hardware,Nasdaq Global Select
CNXT,VanEck Vectors ChinaAMC SME-ChNext,VanEck Vectors ChinaAMC SME-ChNext,,NYSE Arca
CNY,Market Vectors Chinese Renminbi/USD ETN,Market Vectors Chinese Renminbi/USD ETN,,NYSE Arca
CO,Global Cord Blood Corporation,Global Cord Blood,Biotechnology,New York Stock Exchange
COCP,Cocrystal Pharma Inc.,Cocrystal Pharma,Biotechnology,NASDAQ Capital Market
CODA,Coda Octopus Group Inc.,Coda Octopus,Aerospace & Defense,NASDAQ Capital Market
CODI,Compass Diversified Holdings Shares of Beneficial Interest,Compass Diversified Shares of Beneficial Interest,Conglomerates,New York Stock Exchange
CODX,Co-Diagnostics Inc.,Co-Diagnostics,Medical Diagnostics & Research,NASDAQ Capital Market
COE,China Online Education Group American depositary shares each representing 15 Class A,China Online Education American depositary shares each representing 15,Education,New York Stock Exchange
COF,Capital One Financial Corporation,Capital One Financial,Credit Services,New York Stock Exchange
COG,Cabot Oil & Gas Corporation,Cabot Oil & Gas,Oil & Gas - E&P,New York Stock Exchange
COHN,Cohen & Company Inc.,Cohen & Company,Brokers & Exchanges,NYSE American
COHR,Coherent Inc.,Coherent,Computer Hardware,Nasdaq Global Select
COHU,Cohu Inc.,Cohu,Semiconductors,Nasdaq Global Select
COKE,Coca-Cola Consolidated Inc.,Coca-Cola Consolidated,Beverages - Non-Alcoholic,Nasdaq Global Select
COLB,Columbia Banking System Inc.,Columbia Banking System,Banks,Nasdaq Global Select
COLD,Americold Realty Trust,Americold Realty Trust,REITs,New York Stock Exchange
COLL,Collegium Pharmaceutical Inc.,Collegium Pharmaceutical,Drug Manufacturers,Nasdaq Global Select
COLM,Columbia Sportswear Company,Columbia Sportswear Company,Manufacturing - Apparel & Furniture,Nasdaq Global Select
COMM,CommScope Holding Company Inc.,CommScope Holding Company,Communication Equipment,Nasdaq Global Select
CONE,CyrusOne Inc,CyrusOne,REITs,Nasdaq Global Select
CONN,Conn's Inc.,Conn's,Retail - Apparel & Specialty,Nasdaq Global Select
COO,The Cooper Companies Inc.,The Cooper Companies,Medical Instruments & Equipment,New York Stock Exchange
COOP,Mr. Cooper Group Inc.,Mr. Cooper,Banks,NASDAQ Capital Market
COP,ConocoPhillips,ConocoPhillips,Oil & Gas - E&P,New York Stock Exchange
COR,CoreSite Realty Corporation,CoreSite Realty,REITs,New York Stock Exchange
CORE,Core-Mark Holding Company Inc.,Core-Mark Holding Company,Retail - Defensive,Nasdaq Global Select
CORN,Teucrium Corn Fund ETV,Teucrium Corn Fund ETV,,NYSE Arca
CORP,Pimco Investment Grade Corporate Bond Index Exchange-Traded Fund,Pimco Investment Grade Corporate Bond Index Exchange-Traded Fund,,NYSE Arca
CORR,CorEnergy Infrastructure Trust Inc.,CorEnergy Infrastructure Trust,REITs,New York Stock Exchange
CORT,Corcept Therapeutics Incorporated,Corcept Therapeutics Incorporated,Biotechnology,NASDAQ Capital Market
CORV,Correvio Pharma Corp.,Correvio Pharma,Drug Manufacturers,NASDAQ Capital Market
COST,Costco Wholesale Corporation,Costco Wholesale,Retail - Defensive,Nasdaq Global Select
COT,Cott Corporation,Cott,Beverages - Non-Alcoholic,New York Stock Exchange
COTY,Coty Inc. Class A,Coty,Consumer Packaged Goods,New York Stock Exchange
COUP,Coupa Software Incorporated,Coupa Software Incorporated,Application Software,Nasdaq Global Select
COWN,Cowen Inc.,Cowen,Brokers & Exchanges,Nasdaq Global Select
CP,Canadian Pacific Railway Limited,Canadian Pacific Railway Limited,Transportation & Logistics,New York Stock Exchange
CPA,Copa Holdings S.A. Class A,Copa S.A.,Airlines,New York Stock Exchange
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five),Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five),Building Materials,New York Stock Exchange
CPAH,CounterPath Corporation,CounterPath,Application Software,NASDAQ Capital Market
CPB,Campbell Soup Company,Campbell Soup Company,Consumer Packaged Goods,New York Stock Exchange
CPE,Callon Petroleum Company,Callon Petroleum Company,Oil & Gas - E&P,New York Stock Exchange
CPER,United States Copper Index Fund ETV,United States Copper Index Fund ETV,,NYSE Arca
CPF,Central Pacific Financial Corp New,Central Pacific Financial New,Banks,New York Stock Exchange
CPG,Crescent Point Energy Corporation (Canada),Crescent Point Energy (Canada),Oil & Gas - E&P,New York Stock Exchange
CPHC,Canterbury Park Holding Corporation,Canterbury Park Holding,Travel & Leisure,NASDAQ Global Market
CPHI,China Pharma Holdings Inc.,China Pharma,Drug Manufacturers,NYSE American
CPI,IQ Real Return,IQ Real Return,,NYSE Arca
